corr_licences_vs_charge_stellair_jour,corr_licences_vs_charge_affid_jour,corr_licences_vs_ratio_licences_sur_stellair,reg_stellair_intercept,reg_stellair_slope_per_licence,reg_n,periode_debut,periode_fin,nb_mois,evolution_licences_premier_dernier_pct,ratio_licences_sur_appels_premier,ratio_licences_sur_appels_dernier,mois_ratio_premier,mois_ratio_dernier,nb_points_ratio,evolution_ratio_pct
0.9457172480441904,-0.8528907466107681,0.9658884212834247,2.445866265432275,0.012993207716656303,23,2024-02-01,2025-12-01,23,202.59917920656633,1.3601689486072703,4.983673914866971,2023-07-01,2025-12-01,29,266.40109450888053
