nb_clients_anciennete_min_12m,nb_lignes_tenure,moyenne_tickets_mois_utilisation_1,moyenne_tickets_mois_utilisation_2,moyenne_tickets_mois_utilisation_3,moyenne_des_moyennes_mois_1_a_3,moyenne_des_moyennes_mois_4_a_12,moyenne_des_moyennes_mois_13_a_24,ratio_moyenne_mois_1_a_3_sur_mois_4_a_12
1294,25,0.2164,0.2728,0.1623,0.2172,0.1089,0.0588,1.9946
